Register number,Full Name,Father’s Name,Mother’s Name,Email,Phone Number,Date Of Birth,Gender,Aadhar,Batch Year,Degree,Current Status,Company Name,Designation,PG College,Skills,Reviews,LinkedIn Profile,Age,Username,Password
221ECI00796,Bhavna Sheth,Quincy Loke,Arya Sagar,user796_xkhurana@example.com,1541016790,1991-08-16,Male,564963645535,2019,Master of Technology,Pursuing Ph.D.,Not Applicable,Student / Scholar,"Ghose, Rattan and Karnik University","Marketing, Communication, SQL",Amazing curriculum though it was quite rigorous.,https://linkedin.com/in/user_6472006,35,,
221ECI00797,Brijesh Kale,Krishna Singhal,Zansi Dixit,user797_chahalisha@example.net,7402950777,2001-03-05,Male,932040136344,2019,Bachelor of Education,Employed Full-Time,Kamdar Inc,"Education officer, museum",Not Applicable,"C++, Python, Project Management",Great hands-on training overall a wonderful journey.,https://linkedin.com/in/user_4902992,25,,
222MCS00798,Ronith Chana,Nitesh Dugar,Neelima Pillay,user798_ronith71@example.com,3860680446,1993-05-17,Male,025945932397,2013,Bachelor of Dental Surgery,Volunteer,Not Applicable,Not Applicable,Not Applicable,"Sales, Blockchain, Agile Methodologies",Good curriculum which helped my career immensely.,https://linkedin.com/in/user_5320941,33,,
221JPY00799,Orinder Khalsa,Warinder Pandey,Avni Karpe,user799_kannanjasmit@example.org,5153052561,1997-08-28,Other,766655082768,2020,Master of Arts,Volunteer,Not Applicable,Not Applicable,Not Applicable,"Power BI, Quality Assurance, SQL",Incredible faculty support with lots of opportunities.,https://linkedin.com/in/user_1668736,29,,
222BPS00800,Qabil Roy,Benjamin Dugar,Anamika Badal,user800_bhasinpatrick@example.net,2067284437,1993-12-23,Female,770992585809,2015,Bachelor of Computer Applications,Volunteer,Not Applicable,Not Applicable,Not Applicable,"Machine Learning, Communication, Organic Synthesis",Excellent placement record though it was quite rigorous.,https://linkedin.com/in/user_6643750,33,,
221SW00801,Meera Oza,Banjeet Hayer,Rajata Modi,user801_bhatzilmil@example.com,6695609678,2000-06-02,Male,361797374844,2024,Bachelor of Technology,Consultant,Karpe-Chawla,Maintenance engineer,Not Applicable,"Cloud Computing, Power BI, Python",Outstanding hands-on training overall a wonderful journey.,https://linkedin.com/in/user_7068030,26,,
221ECPS00802,Sachi Amble,Bakhshi Ravel,Ikshita Sathe,user802_falaklata@example.net,2879767181,1993-10-10,Other,038826185589,2018,Bachelor of Commerce,Remote Worker,"Prakash, Balay and Rajagopalan",Statistician,Not Applicable,"Digital Marketing, Communication, Cloud Computing",Excellent academic environment - highly recommended!,https://linkedin.com/in/user_5786051,33,,
221SW00803,Gaurang Ravel,Frado Misra,Ojasvi Shere,user803_shankardalaja@example.net,0993528838,1999-01-01,Male,267348898623,2018,Bachelor of Fine Arts,Volunteer,Not Applicable,Not Applicable,Not Applicable,"Organic Synthesis, Agile Methodologies, Cybersecurity",Incredible infrastructure with lots of opportunities.,https://linkedin.com/in/user_8479070,27,,
222SW00804,Ekapad Kulkarni,Yatin Ramesh,Isha Purohit,user804_arin38@example.com,8908896757,1996-03-18,Female,535662414949,2015,Bachelor of Architecture,Research Scholar,Not Applicable,Student / Scholar,Barman Inc University,"Graphic Design, Data Analysis, Cloud Computing",Outstanding curriculum but could be more modern.,https://linkedin.com/in/user_5478373,30,,
231BCOMB00805,Tejas Lalla,Patrick Agarwal,Ladli Shukla,user805_kaisastry@example.com,5104895509,1992-04-13,Female,050426533772,2024,Master of Science,Teaching Assistant,Krish Ltd,Control and instrumentation engineer,Not Applicable,"Marketing, Blockchain, SQL",Amazing hands-on training - highly recommended!,https://linkedin.com/in/user_9504901,34,,
212JPY00806,Anmol Walia,Mitesh Chand,Oeshi Sankar,user806_gangagola@example.net,3195124631,1999-04-27,Female,131136131343,2024,Bachelor of Design,Teaching Assistant,Atwal LLC,Comptroller,Not Applicable,"Blockchain, Search Engine Optimization, C++",Thorough placement record overall a wonderful journey.,https://linkedin.com/in/user_1148519,27,,
231BCMB00807,Arjun Bhalla,Chakradev Kalita,Jalsa Gaba,user807_nachiketsharaf@example.org,6142611519,2003-05-02,Male,637768498604,2015,Bachelor of Computer Applications,CEO / Executive,"Nagi, Shenoy and Chandra",CEO / Executive,Not Applicable,"Project Management, C++, Communication",Highly engaging academic environment making it worth the time.,https://linkedin.com/in/user_6533624,23,,
231SW00808,Lohit Bhasin,Yuvraj Mitter,Idika Konda,user808_ckrishnamurthy@example.com,9888742465,1994-05-02,Other,755368048265,2017,Bachelor of Pharmacy,CEO / Executive,Chadha-Ghose,CEO / Executive,Not Applicable,"Search Engine Optimization, Agile Methodologies, Digital Marketing",Incredible curriculum which helped my career immensely.,https://linkedin.com/in/user_8092580,32,,
221EPY00809,Yasti Sarraf,Sathvik Saha,Eshana Nayak,user809_lallbalveer@example.org,7966511364,1995-04-09,Female,362007774445,2019,Bachelor of Science,Freelancing,Self,Freelancing,Not Applicable,"Cybersecurity, Quality Assurance, Organic Synthesis",Highly engaging infrastructure and a great place to grow.,https://linkedin.com/in/user_2736459,31,,
232SW00810,Vansha Bir,Omkaar Deol,Damyanti Mody,user810_mugdhadatta@example.com,3126955223,1994-04-22,Female,723224264460,2016,Bachelor of Social Work,Remote Worker,"Rao, Sood and Pau","Nurse, children's",Not Applicable,"Search Engine Optimization, Cloud Computing, Digital Marketing",Outstanding curriculum with excellent industry exposure.,https://linkedin.com/in/user_8346624,32,,
222BCOMC00811,Amrita Venkatesh,Advay Prabhu,Yasti Nadkarni,user811_bhavsargautami@example.com,6661114699,1992-06-13,Female,250986855191,2016,Bachelor of Fine Arts,Research Scholar,Not Applicable,Student / Scholar,"Nazareth, Thaman and Acharya University","Graphic Design, Marketing, Cloud Computing",Thorough campus life with lots of opportunities.,https://linkedin.com/in/user_6302910,34,,
211BTBY00812,Anamika Bobal,Aarnav Chacko,Chasmum Tank,user812_karansood@example.org,1994114846,2004-01-26,Female,477117213254,2022,Bachelor of Design,Pursuing Master’s Degree,Not Applicable,Student / Scholar,Sethi-Ravi University,"Graphic Design, C++, Wet-Lab Techniques",Outstanding infrastructure with excellent industry exposure.,https://linkedin.com/in/user_3955173,22,,
232MST00813,Warinder Peri,Oliver Chatterjee,Aradhana Ray,user813_yshankar@example.com,1906437000,2003-12-24,Female,540715146834,2024,Bachelor of Commerce,Startup Founder,Kapur Ltd,Startup Founder,Not Applicable,"Communication, Organic Synthesis, Python",Decent faculty support with lots of opportunities.,https://linkedin.com/in/user_5937408,23,,
232HSO00814,Mohammed Kapur,Balvan Dey,Jagvi Ghosh,user814_vbiswas@example.org,4872964324,1996-01-09,Other,520510601464,2017,Bachelor of Business Administration,Remote Worker,Chaudry-Patla,"Administrator, local government",Not Applicable,"Machine Learning, Quality Assurance, Sales",Outstanding faculty support and a great place to grow.,https://linkedin.com/in/user_5181361,30,,
232CST00815,Arunima Seth,Karan Mistry,Amrita Varty,user815_mitali30@example.net,6868757770,2001-07-27,Female,698662701373,2022,Bachelor of Technology,Teaching Assistant,Sheth and Sons,Chief of Staff,Not Applicable,"Cloud Computing, Quality Assurance, Machine Learning",Outstanding academic environment and a great place to grow.,https://linkedin.com/in/user_5203993,25,,
211BCOMB00816,Ekbal Sahni,David Yogi,Unni Patel,user816_warhibrahmbhatt@example.org,8920519911,2003-10-03,Other,621353302849,2020,Master of Computer Applications,Employed Part-Time,Kibe-Bhardwaj,"Psychotherapist, child",Not Applicable,"Agile Methodologies, Sales, Digital Marketing",Amazing hands-on training with lots of opportunities.,https://linkedin.com/in/user_0250237,23,,
211MST00817,Yamini Loke,Ranbir Gill,Oviya Ravi,user817_henry27@example.com,4826955308,2001-02-10,Female,040418906979,2022,Bachelor of Medicine and Bachelor of Surgery,Postdoctoral Researcher,Not Applicable,Student / Scholar,Mane-Menon University,"Data Analysis, Graphic Design, Communication",Highly engaging research facility and very supportive staff.,https://linkedin.com/in/user_8106303,25,,
231BPS00818,Isaac Narang,Aditya Mukhopadhyay,Mahika Lall,user818_avinaidu@example.net,9217117569,1999-09-24,Other,641479115473,2022,Master of Science,Seeking Employment,Not Applicable,Not Applicable,Not Applicable,"Graphic Design, Agile Methodologies, Python",Outstanding research facility which helped my career immensely.,https://linkedin.com/in/user_9640223,27,,
232BPS00819,Nitesh Prabhu,Upkaar Mahal,Ekta Bedi,user819_henry62@example.net,3166539707,1998-08-28,Male,358634931178,2014,Master of Business Administration,Research Scholar,Not Applicable,Student / Scholar,Srinivas and Sons University,"Graphic Design, Project Management, SQL",Good campus life with excellent industry exposure.,https://linkedin.com/in/user_8775549,28,,
222ECPS00820,Aadhya Issac,Wriddhish Hayre,Bhavini Shankar,user820_gaurikakothari@example.com,0904605628,1990-05-16,Other,967308897200,2022,Bachelor of Laws,Career Break,Not Applicable,Not Applicable,Not Applicable,"Quality Assurance, Digital Marketing, Java",Thorough placement record which helped my career immensely.,https://linkedin.com/in/user_2026012,36,,
222CHZ00821,Tara Bhavsar,Wazir Prashad,Tanvi Choudhury,user821_raviyatan@example.org,6239999618,1997-11-21,Female,103181305942,2020,Bachelor of Pharmacy,Sabbatical,Not Applicable,Not Applicable,Not Applicable,"Sales, Graphic Design, Organic Synthesis",Fantastic academic environment though it was quite rigorous.,https://linkedin.com/in/user_6460523,29,,
211VC00822,Balendra Rajan,Pranit Golla,Yauvani Warrior,user822_gunbirsaxena@example.com,7225308305,2002-12-05,Other,868187513617,2018,Master of Arts,Remote Worker,Srinivasan-Radhakrishnan,Proofreader,Not Applicable,"Organic Synthesis, Financial Modeling, Power BI",Amazing placement record making it worth the time.,https://linkedin.com/in/user_7479512,24,,
212BBAB00823,Keya Khare,Abeer Bhasin,Ladli Mani,user823_rattahritik@example.org,6108809699,1991-12-25,Male,594909959240,2018,Bachelor of Fine Arts,Research Scholar,Not Applicable,Student / Scholar,"Gopal, Nair and Bhatnagar University","Quality Assurance, Sales, Communication",Fantastic faculty support and very supportive staff.,https://linkedin.com/in/user_1022196,35,,
212PM00824,Ojasvi Din,Caleb Sawhney,Jeevika Sachdeva,user824_jainatharv@example.net,1165730780,2001-12-29,Male,763553928950,2022,Bachelor of Social Work,Self-Employed,Self,Self-Employed,Not Applicable,"Project Management, Agile Methodologies, Python",Fantastic campus life overall a wonderful journey.,https://linkedin.com/in/user_5219858,25,,
221SW00825,Upkaar Sant,Kai Devi,Nikita Deshpande,user825_aggarwalsamaksh@example.org,6834301348,1992-07-25,Other,413562846739,2013,Bachelor of Arts,Remote Worker,Mitra-Mander,Architectural technologist,Not Applicable,"Data Analysis, Power BI, Wet-Lab Techniques",Great curriculum overall a wonderful journey.,https://linkedin.com/in/user_2380760,34,,
231MST00826,Ayushman Ramaswamy,Yug Toor,Widisha Vala,user826_dhillonthomas@example.net,8817059785,1996-04-26,Female,750905307447,2013,Master of Business Administration,Seeking Employment,Not Applicable,Not Applicable,Not Applicable,"C++, Search Engine Optimization, Spectroscopic Analysis",Decent campus life and very supportive staff.,https://linkedin.com/in/user_0146754,30,,
211MST00827,Luke Mital,Laban Gopal,Idika Pradhan,user827_borajeremiah@example.org,8218381114,2003-06-30,Male,089195163677,2017,Bachelor of Medicine and Bachelor of Surgery,Seeking Employment,Not Applicable,Not Applicable,Not Applicable,"Project Management, Python, Machine Learning",Incredible hands-on training with excellent industry exposure.,https://linkedin.com/in/user_8781717,23,,
212BBAB00828,Ekaja Basu,Ryan Wason,Ganga Murthy,user828_obalan@example.org,9476753655,2002-02-21,Male,162638050755,2015,Bachelor of Engineering,Employed Full-Time,"Cheema, Roy and Mody","Surveyor, minerals",Not Applicable,"Marketing, Data Analysis, Blockchain",Excellent hands-on training with excellent industry exposure.,https://linkedin.com/in/user_1602076,24,,
211IFA00829,Shivansh Som,Pratyush Ganguly,Geetika Bail,user829_qbutala@example.com,5003563247,2001-08-02,Other,323167385334,2013,Bachelor of Arts,Self-Employed,Self,Self-Employed,Not Applicable,"Graphic Design, Cloud Computing, Marketing",Highly engaging infrastructure which helped my career immensely.,https://linkedin.com/in/user_2173849,25,,
212BPS00830,Gopal Mammen,Tanveer Sathe,Hema Nadkarni,user830_vwagle@example.net,9249433177,1994-10-06,Female,602644367077,2024,Bachelor of Medicine and Bachelor of Surgery,Sabbatical,Not Applicable,Not Applicable,Not Applicable,"Python, Blockchain, Financial Modeling",Great infrastructure - highly recommended!,https://linkedin.com/in/user_8613733,32,,
212INPP00831,Chasmum Baral,Rohan Uppal,Urishilla Tandon,user831_unnatikannan@example.org,5511001449,2001-12-09,Other,826491221447,2017,Bachelor of Arts,Postdoctoral Researcher,Not Applicable,Student / Scholar,Shanker-Korpal University,"Sales, Search Engine Optimization, Marketing",Excellent learning experience though it was quite rigorous.,https://linkedin.com/in/user_5585835,25,,
221PSCE00832,Faras Butala,Xavier Borah,Upma Virk,user832_cheriandaniel@example.org,4321131176,2004-05-05,Male,733631144669,2017,Master of Computer Applications,Employed Full-Time,Kapadia-Edwin,"Surveyor, quantity",Not Applicable,"Sales, Data Analysis, Project Management",Incredible campus life and a great place to grow.,https://linkedin.com/in/user_0009096,22,,
231CST00833,Ria Nadig,Chandresh Choudhry,Zinal Desai,user833_bishakhahari@example.com,8808197041,2001-05-02,Other,778473358481,2022,Bachelor of Dental Surgery,Research Scholar,Not Applicable,Student / Scholar,Jhaveri-Krishna University,"Sales, Project Management, Data Analysis",Amazing research facility though it was quite rigorous.,https://linkedin.com/in/user_2279200,25,,
231BPS00834,Nihal Menon,Oscar Kadakia,Nimrat Andra,user834_nakul19@example.net,1676030542,2004-09-05,Male,695256266477,2016,Bachelor of Dental Surgery,Career Break,Not Applicable,Not Applicable,Not Applicable,"Machine Learning, Cloud Computing, Search Engine Optimization",Good academic environment and very supportive staff.,https://linkedin.com/in/user_6390683,22,,
221SW00835,Neelima Prasad,Logan Balay,Edhitha Ramesh,user835_finnchhabra@example.net,8241108472,1990-06-07,Male,125350226563,2013,Master of Computer Applications,Postdoctoral Researcher,Not Applicable,Student / Scholar,Chana-Amble University,"Search Engine Optimization, Data Analysis, Spectroscopic Analysis",Great campus life but could be more modern.,https://linkedin.com/in/user_7512569,36,,
231INPP00836,Geetika Naidu,Ishaan Nayak,Anjali Contractor,user836_kharecharita@example.org,2005300134,2004-03-12,Male,835756715004,2019,Bachelor of Commerce,Apprenticeship,Bora Ltd,"Psychologist, sport and exercise",Not Applicable,"Cybersecurity, Project Management, Python",Incredible hands-on training with excellent industry exposure.,https://linkedin.com/in/user_3903496,22,,
231BTBY00837,Keya Dass,Isaiah Chakraborty,Chaman Yohannan,user837_naruladevika@example.org,5226836068,1996-11-29,Male,455461717660,2024,Bachelor of Architecture,Self-Employed,Self,Self-Employed,Not Applicable,"Search Engine Optimization, Organic Synthesis, Sales",Outstanding placement record which helped my career immensely.,https://linkedin.com/in/user_8536920,30,,
211HSO00838,Vansha Lad,Chandran Baria,Warhi Sachdeva,user838_wyatt19@example.org,3377135096,1997-12-29,Male,963188188865,2021,Master of Science,Pursuing Master’s Degree,Not Applicable,Student / Scholar,Ratta Inc University,"Power BI, Wet-Lab Techniques, Sales",Decent academic environment - highly recommended!,https://linkedin.com/in/user_1158835,29,,
211CHBT00839,Hemani Kakar,Joshua Raghavan,Wakeeta Divan,user839_bhanda@example.net,5324354699,1999-12-23,Male,691140086803,2013,Bachelor of Business Administration,Internship,Solanki-Arya,Adult guidance worker,Not Applicable,"Communication, Data Analysis, Python",Excellent learning experience but could be more modern.,https://linkedin.com/in/user_1589959,27,,
